Sn,From,to,pm10,pm2.5,NO,NO2,NOX,CO,SO2,NH3,Ozone,Benzene
909,10-02-2023 11:00,10-02-2023 11:15,141,27,NA,83.3,64.2,0.81,NA,29.8,63.3,0.3
910,10-02-2023 11:15,10-02-2023 11:30,141,27,NA,85.3,62.2,0.81,NA,28.1,64.5,0.3
911,10-02-2023 11:30,10-02-2023 11:45,141,27,NA,87.5,60.1,0.81,NA,27,66.1,0.2
912,10-02-2023 11:45,10-02-2023 12:00,92,25,NA,NA,NA,0.86,NA,NA,72,0.2
913,10-02-2023 12:00,10-02-2023 12:15,92,25,NA,NA,NA,0.95,NA,NA,74,0.2
914,10-02-2023 12:15,10-02-2023 12:30,92,25,NA,NA,NA,0.92,NA,19.8,72.6,0.2
915,10-02-2023 12:30,10-02-2023 12:45,92,25,NA,81.6,49.2,0.84,NA,17.1,71.5,0.2
916,10-02-2023 12:45,10-02-2023 13:00,94,29,NA,82.5,48.9,0.77,NA,18.8,70.9,0.2
917,10-02-2023 13:00,10-02-2023 13:15,94,29,NA,82.7,48.2,0.77,NA,19.3,67.7,0.2
918,10-02-2023 13:15,10-02-2023 13:30,94,29,NA,81.2,47.8,0.73,NA,20,65.1,0.2
919,10-02-2023 13:30,10-02-2023 13:45,94,29,NA,76,45.2,0.77,NA,20.3,71,0.2
920,10-02-2023 13:45,10-02-2023 14:00,106,17,NA,72.6,43.1,0.76,NA,20.4,68.8,0.2
921,10-02-2023 14:00,10-02-2023 14:15,106,17,NA,70.8,41.6,0.74,NA,19.5,66.5,0.1
922,10-02-2023 14:15,10-02-2023 14:30,106,17,NA,64.7,37.8,0.61,NA,19.6,64.6,0.1
923,10-02-2023 14:30,10-02-2023 14:45,106,17,NA,62.6,36.8,0.57,NA,20,64.6,0.1
924,10-02-2023 14:45,10-02-2023 15:00,97,13,NA,58.3,35.5,0.56,NA,24.9,65,0.1
925,10-02-2023 15:00,10-02-2023 15:15,97,13,NA,57.3,35.9,0.56,NA,31.1,67.8,0.1
926,10-02-2023 15:15,10-02-2023 15:30,97,13,NA,46.5,33.6,0.6,NA,31.2,68.9,0.1
927,10-02-2023 15:30,10-02-2023 15:45,97,13,NA,27.2,23,0.58,NA,25.2,68.7,0.1
928,10-02-2023 15:45,10-02-2023 16:00,85,14,NA,20.3,19.1,0.56,NA,23.2,66.5,0.1
929,10-02-2023 16:00,10-02-2023 16:15,85,14,NA,18.6,17.5,0.56,NA,23.5,66.6,0.1
930,10-02-2023 16:15,10-02-2023 16:30,85,14,NA,19.6,17.8,0.56,NA,23.7,67.4,0.1
931,10-02-2023 16:30,10-02-2023 16:45,85,14,NA,19.4,18,0.56,NA,27.2,67.3,0.1
932,10-02-2023 16:45,10-02-2023 17:00,58,14,NA,20.5,19.2,0.58,NA,30,68.6,0.1
933,10-02-2023 17:00,10-02-2023 17:15,58,14,NA,24,20.9,0.58,NA,30.6,66.2,0.1
934,10-02-2023 17:15,10-02-2023 17:30,58,14,NA,28.2,22.4,0.66,NA,30.3,51.9,0.1
935,10-02-2023 17:30,10-02-2023 17:45,58,14,NA,31.3,24.2,0.98,NA,30.5,29.5,0.1
936,10-02-2023 17:45,10-02-2023 18:00,70,48,NA,37.7,26.9,1.06,NA,29.9,28.5,0.1
937,10-02-2023 18:00,10-02-2023 18:15,70,48,NA,44.4,30.5,1.18,NA,29.2,25.1,0.1
938,10-02-2023 18:15,10-02-2023 18:30,70,48,NA,50.4,33.8,1.2,NA,28.5,18,0.1
939,10-02-2023 18:30,10-02-2023 18:45,70,48,NA,55.3,36.5,1.51,NA,28.4,7.5,0.1
940,10-02-2023 18:45,10-02-2023 19:00,70,161,NA,62.1,40.4,2.08,NA,27.5,6,0.1
941,10-02-2023 19:00,10-02-2023 19:15,70,161,NA,68.6,45.2,1.96,NA,27.1,4.6,0.2
942,10-02-2023 19:15,10-02-2023 19:30,70,161,NA,74,50.8,2.26,NA,26.4,6,0.2
943,10-02-2023 19:30,10-02-2023 19:45,70,161,NA,NA,NA,NA,NA,NA,NA,NA
944,10-02-2023 19:45,10-02-2023 20:00,469,196,NA,NA,NA,NA,NA,NA,NA,NA
945,10-02-2023 20:00,10-02-2023 20:15,469,196,NA,78.1,66.9,2.03,NA,28.5,5.3,0.3
946,10-02-2023 20:15,10-02-2023 20:30,469,196,NA,78.1,71.8,2.91,NA,30.4,5.2,0.3
947,10-02-2023 20:30,10-02-2023 20:45,469,196,NA,77.6,78.1,3.82,NA,29.3,5.1,0.3
948,10-02-2023 20:45,10-02-2023 21:00,770,281,NA,76.3,83.4,2.4,NA,28.4,5.8,0.4
949,10-02-2023 21:00,10-02-2023 21:15,770,281,NA,79.6,91,2.92,NA,26.1,5.5,0.4
950,10-02-2023 21:15,10-02-2023 21:30,770,281,NA,80.7,98.3,2.45,NA,24.6,5.3,0.4
951,10-02-2023 21:30,10-02-2023 21:45,770,281,NA,80.5,102.5,2.27,NA,24.3,5.4,0.4
952,10-02-2023 21:45,10-02-2023 22:00,NA,280,NA,81,106.7,2.29,NA,23.8,5.5,0.4
953,10-02-2023 22:00,10-02-2023 22:15,NA,280,NA,82.9,110.3,1.98,NA,22.5,5.4,0.4
954,10-02-2023 22:15,10-02-2023 22:30,NA,280,NA,82.3,112,2.06,NA,22.2,5.4,0.4
955,10-02-2023 22:30,10-02-2023 22:45,NA,280,NA,80.3,113.1,2.63,NA,22.6,5.3,0.4
956,10-02-2023 22:45,10-02-2023 23:00,NA,171,NA,80.1,114.8,2.84,NA,22.5,4.9,0.4
957,10-02-2023 23:00,10-02-2023 23:15,NA,171,NA,80.9,117.6,2.36,NA,22.3,4.9,0.4
958,10-02-2023 23:15,10-02-2023 23:30,NA,171,NA,81.3,119.5,2.18,NA,21.7,5.5,0.4
959,10-02-2023 23:30,10-02-2023 23:45,NA,171,NA,82,119.9,2.03,NA,21.1,5.5,0.4
960,10-02-2023 23:45,11-02-2023 00:00,602,142,NA,81.9,119.5,NA,NA,21.6,5.3,0.4
961,11-02-2023 00:00,11-02-2023 00:15,602,142,NA,81,120,2.02,NA,21.7,4.9,0.4
962,11-02-2023 00:15,11-02-2023 00:30,602,142,NA,80.5,120.7,1.59,NA,21.5,5.4,0.4
963,11-02-2023 00:30,11-02-2023 00:45,602,142,NA,79.2,118.8,1.61,NA,23.1,5.3,0.4
964,11-02-2023 00:45,11-02-2023 01:00,605,138,NA,77.5,115.8,1.6,NA,25.2,4.9,0.4
965,11-02-2023 01:00,11-02-2023 01:15,605,138,NA,76.8,113.3,1.56,NA,26.4,4.3,0.4
966,11-02-2023 01:15,11-02-2023 01:30,605,138,NA,78,111.8,1.49,NA,26.4,4.8,0.4
967,11-02-2023 01:30,11-02-2023 01:45,605,138,NA,79.7,110.7,1.43,NA,26.5,4.9,0.4
968,11-02-2023 01:45,11-02-2023 02:00,603,124,NA,79.2,109,1.49,NA,27.1,5.2,0.4
969,11-02-2023 02:00,11-02-2023 02:15,603,124,NA,79.2,108.2,1.57,NA,26.8,4.9,0.4
970,11-02-2023 02:15,11-02-2023 02:30,603,124,NA,79.7,107.7,1.5,NA,27,5.1,0.3
971,11-02-2023 02:30,11-02-2023 02:45,603,124,NA,80.1,107.9,1.51,NA,27.3,3.9,0.4
972,11-02-2023 02:45,11-02-2023 03:00,603,108,NA,79.9,108.6,1.52,NA,27.8,4.8,0.3
973,11-02-2023 03:00,11-02-2023 03:15,603,108,NA,80.9,110.9,1.35,NA,27.9,5,0.4
974,11-02-2023 03:15,11-02-2023 03:30,603,108,NA,79.9,111.7,1.24,NA,27.7,4.5,0.3
975,11-02-2023 03:30,11-02-2023 03:45,603,108,NA,79.9,111.7,1.28,NA,28,5.8,0.3
976,11-02-2023 03:45,11-02-2023 04:00,354,80,NA,80.4,110.5,1.31,NA,28.3,4.7,0.3
977,11-02-2023 04:00,11-02-2023 04:15,354,80,NA,82.5,108.8,1.32,NA,27.5,3.9,0.3
978,11-02-2023 04:15,11-02-2023 04:30,354,80,NA,81,105.5,1.29,NA,28.1,4.9,0.3
979,11-02-2023 04:30,11-02-2023 04:45,354,80,NA,81.6,102.2,1.34,NA,26.3,5.3,0.3
980,11-02-2023 04:45,11-02-2023 05:00,194,80,NA,79.9,99.9,1.21,NA,24.8,5.4,0.3
981,11-02-2023 05:00,11-02-2023 05:15,194,80,NA,77.6,98.2,1.21,NA,23.7,5.7,0.3
982,11-02-2023 05:15,11-02-2023 05:30,194,80,NA,75.8,96.1,1.33,NA,22.6,5.2,0.3
983,11-02-2023 05:30,11-02-2023 05:45,194,80,NA,74.3,93.5,1.79,NA,22.2,5.3,0.3
984,11-02-2023 05:45,11-02-2023 06:00,266,99,NA,73.4,91.7,1.89,NA,22.2,5.5,0.3
985,11-02-2023 06:00,11-02-2023 06:15,266,99,NA,71.5,90,2.06,NA,21.7,5.2,0.3
986,11-02-2023 06:15,11-02-2023 06:30,266,99,NA,71.4,89.9,1.97,NA,21,5.4,0.3
987,11-02-2023 06:30,11-02-2023 06:45,266,99,NA,69.2,88.4,1.99,NA,21.1,5.4,0.3
988,11-02-2023 06:45,11-02-2023 07:00,280,107,NA,67.7,88.3,1.95,NA,21.3,5.3,0.3
989,11-02-2023 07:00,11-02-2023 07:15,280,107,NA,67.6,88.8,2.03,NA,21.4,5.3,0.4
990,11-02-2023 07:15,11-02-2023 07:30,280,107,NA,66.9,89.5,2.23,NA,21.2,5.4,0.4
991,11-02-2023 07:30,11-02-2023 07:45,280,107,NA,66.9,91.3,2.71,NA,21,4.8,0.4
992,11-02-2023 07:45,11-02-2023 08:00,317,203,NA,67.7,94.9,2.9,NA,21.6,5.5,0.4
993,11-02-2023 08:00,11-02-2023 08:15,317,203,NA,69.1,98.6,2.28,NA,21.9,5.6,0.4
994,11-02-2023 08:15,11-02-2023 08:30,317,203,NA,71,100.2,1.71,NA,21.9,7,0.4
995,11-02-2023 08:30,11-02-2023 08:45,317,203,NA,71.6,98.3,1.37,NA,23.3,8.3,0.4
996,11-02-2023 08:45,11-02-2023 09:00,537,109,NA,71.6,94.7,1.39,NA,25.4,NA,0.4
997,11-02-2023 09:00,11-02-2023 09:15,537,109,NA,74.8,93,1.42,NA,27.4,NA,0.4
998,11-02-2023 09:15,11-02-2023 09:30,537,109,NA,80.7,91.8,1.12,NA,28.9,16.8,0.4
999,11-02-2023 09:30,11-02-2023 09:45,537,109,NA,84.3,89.4,0.5,NA,30.6,30.8,0.4
1000,11-02-2023 09:45,11-02-2023 10:00,304,73,NA,84,83.4,NA,NA,31.1,38,0.4
1001,11-02-2023 10:00,11-02-2023 10:15,304,73,NA,82.2,76.4,NA,NA,31.7,43.2,0.3
1002,11-02-2023 10:15,11-02-2023 10:30,304,73,NA,79.8,69.5,1.27,NA,31.4,47.8,0.3
1003,11-02-2023 10:30,11-02-2023 10:45,304,73,NA,77,63.6,0.38,NA,31.3,52.4,0.3
1004,11-02-2023 10:45,11-02-2023 11:00,110,26,NA,75.9,58.1,0.38,NA,32.4,55.8,0.3
1005,11-02-2023 11:00,11-02-2023 11:15,110,26,18.1,74.9,54.5,0.38,8.2,32,59.5,0.3
1006,11-02-2023 11:15,11-02-2023 11:30,110,26,14.4,73.1,50.6,0.35,8.2,32,56.7,0.2
1007,11-02-2023 11:30,11-02-2023 11:45,110,26,11.5,72.4,47.8,0.29,7.9,31.8,52,0.2
1008,11-02-2023 11:45,11-02-2023 12:00,110,20,NA,NA,NA,0.23,8,NA,56,0.2
1009,11-02-2023 12:00,11-02-2023 12:15,110,20,NA,NA,NA,0.25,8,NA,54.7,0.2
1010,11-02-2023 12:15,11-02-2023 12:30,110,20,NA,NA,NA,0.29,7.8,24.4,53.4,0.2
1011,11-02-2023 12:30,11-02-2023 12:45,110,20,9.9,65.2,42.8,0.3,7.5,22.8,52.4,0.2
1012,11-02-2023 12:45,11-02-2023 13:00,90,13,9.8,67.8,44,0.3,7.8,22.9,54.5,0.2
1013,11-02-2023 13:00,11-02-2023 13:15,90,13,8.9,65.7,42.2,0.62,7.9,21.3,57.5,0.2
1014,11-02-2023 13:15,11-02-2023 13:30,90,13,8.8,61.1,39.6,0.6,7.9,19.7,57.5,0.1
1015,11-02-2023 13:30,11-02-2023 13:45,90,13,8.4,57.7,37.6,0.57,7.8,18.6,57.7,0.1
1016,11-02-2023 13:45,11-02-2023 14:00,158,15,7.8,57.8,37.1,0.54,7.7,18.3,57,0.1
1017,11-02-2023 14:00,11-02-2023 14:15,158,15,6.8,58.1,36.4,0.52,7.8,20.8,57.5,0.1
1018,11-02-2023 14:15,11-02-2023 14:30,158,15,6.2,55.4,34.5,0.56,7.8,20.5,57.4,0.1
1019,11-02-2023 14:30,11-02-2023 14:45,158,15,5.4,53.2,32.6,0.56,7.5,18.8,55.9,0.1
1020,11-02-2023 14:45,11-02-2023 15:00,158,22,4.8,51.2,31.1,0.53,7.6,18.1,54.5,0.1
1021,11-02-2023 15:00,11-02-2023 15:15,158,22,5.1,50.1,30.8,0.53,7.5,17.8,54.7,0.1
1022,11-02-2023 15:15,11-02-2023 15:30,158,22,4.9,51.9,31.6,0.53,7.5,17.2,56.3,0.1
1023,11-02-2023 15:30,11-02-2023 15:45,158,22,4.5,54.4,32.6,0.53,7.8,20.7,58,0.1
1024,11-02-2023 15:45,11-02-2023 16:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025,11-02-2023 16:00,11-02-2023 16:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,11-02-2023 16:15,11-02-2023 16:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1027,11-02-2023 16:30,11-02-2023 16:45,NA,NA,NA,NA,NA,1.35,NA,NA,69.5,0.1
1028,11-02-2023 16:45,11-02-2023 17:00,NA,NA,5.2,34,22.3,1.31,10.1,21.2,64.7,0.1
1029,11-02-2023 17:00,11-02-2023 17:15,NA,NA,5.6,38.9,25.2,1.27,9,20.5,64.4,0.1
1030,11-02-2023 17:15,11-02-2023 17:30,NA,NA,7.1,39.7,26.9,1.25,9,21.4,49.9,0.1
1031,11-02-2023 17:30,11-02-2023 17:45,NA,NA,7.5,36.3,25.4,1.23,7.6,23.4,46.8,0.1
1032,11-02-2023 17:45,11-02-2023 18:00,NA,29,7.5,36.2,25.3,1.23,8.8,26.4,42.2,0.1
1033,11-02-2023 18:00,11-02-2023 18:15,NA,29,7.3,38.3,26.3,0.64,8.8,28.7,40.2,0.1
1034,11-02-2023 18:15,11-02-2023 18:30,NA,29,7.5,41.7,28.3,0.56,9,29.2,35.8,0.1
1035,11-02-2023 18:30,11-02-2023 18:45,NA,29,7.5,45.8,30.5,0.58,11.2,29.2,33,0.1
1036,11-02-2023 18:45,11-02-2023 19:00,NA,34,8,49.5,32.8,0.6,12.3,29.3,35.8,0.1
1037,11-02-2023 19:00,11-02-2023 19:15,NA,34,9.5,52.1,35.4,0.62,10.9,28.4,39.9,0.1
1038,11-02-2023 19:15,11-02-2023 19:30,NA,34,10.2,52.9,36.4,0.66,10.4,27.9,39.1,0.1
1039,11-02-2023 19:30,11-02-2023 19:45,NA,34,11.3,54.8,38.3,0.65,13.5,27.1,33.7,0.1
1040,11-02-2023 19:45,11-02-2023 20:00,NA,34,12.2,55.3,39.3,0.62,13,26.9,36,0.1
1041,11-02-2023 20:00,11-02-2023 20:15,NA,34,12.6,58.2,41.2,0.63,14,26.1,26,0.1
1042,11-02-2023 20:15,11-02-2023 20:30,NA,34,12.8,61,42.9,0.71,18.9,25.3,12,0.1
1043,11-02-2023 20:30,11-02-2023 20:45,NA,34,13.4,59.4,42.5,0.72,22.1,26.9,9.3,NA
1044,11-02-2023 20:45,11-02-2023 21:00,NA,36,14.8,57.4,42.5,0.73,26.9,29.2,7,NA
1045,11-02-2023 21:00,11-02-2023 21:15,NA,36,14.5,57.6,42.5,0.74,23.8,30.7,10.7,NA
1046,11-02-2023 21:15,11-02-2023 21:30,NA,36,14.8,59.4,43.6,0.81,13.4,30.6,19.9,NA
1047,11-02-2023 21:30,11-02-2023 21:45,NA,36,15.4,61.9,45.5,0.84,10,31.2,25.4,NA
1048,11-02-2023 21:45,11-02-2023 22:00,NA,43,15.1,63.1,45.8,0.84,8.9,28.9,26.3,NA
1049,11-02-2023 22:00,11-02-2023 22:15,NA,43,15.4,65,47.1,0.84,8.7,24.8,25.2,NA
1050,11-02-2023 22:15,11-02-2023 22:30,NA,43,15.7,66.3,48,0.82,8.9,22.5,23.6,NA
1051,11-02-2023 22:30,11-02-2023 22:45,NA,43,15.5,66,47.7,0.76,9,21.7,25.2,NA
1052,11-02-2023 22:45,11-02-2023 23:00,NA,44,15.1,66.4,47.6,0.76,8.9,21.2,22.7,NA
1053,11-02-2023 23:00,11-02-2023 23:15,NA,44,15.2,67.1,48,0.78,8.6,20.6,21.3,NA
1054,11-02-2023 23:15,11-02-2023 23:30,NA,44,15.2,67,48,0.85,8.8,19.9,19.5,NA
1055,11-02-2023 23:30,11-02-2023 23:45,NA,44,15.2,65.9,47.4,0.86,8.8,19.7,17.3,NA
1056,11-02-2023 23:45,12-02-2023 00:00,NA,48,15.6,65.8,47.7,NA,NA,20,18.1,NA
1057,12-02-2023 00:00,12-02-2023 00:15,NA,48,15.7,66.4,48.1,0.77,8.7,19.9,19.3,NA
1058,12-02-2023 00:15,12-02-2023 00:30,NA,48,15.7,66.1,47.9,0.73,8.9,20.1,17.4,NA
1059,12-02-2023 00:30,12-02-2023 00:45,NA,48,15.3,66,47.6,0.69,8.5,20.1,13,NA
1060,12-02-2023 00:45,12-02-2023 01:00,NA,32,14.9,67.2,47.8,0.7,9,19.6,10,NA
1061,12-02-2023 01:00,12-02-2023 01:15,NA,32,15.7,66.8,48.3,0.73,9.7,20,9.1,NA
1062,12-02-2023 01:15,12-02-2023 01:30,NA,32,16.3,67.8,49.3,0.73,10.5,19.5,12.3,NA
1063,12-02-2023 01:30,12-02-2023 01:45,NA,32,15.2,68.4,48.7,0.65,10.6,20,21.4,NA
1064,12-02-2023 01:45,12-02-2023 02:00,NA,30,14.8,67.9,48.2,0.6,9.6,21.7,30,NA
1065,12-02-2023 02:00,12-02-2023 02:15,NA,30,14.5,69,48.5,0.57,9.4,23.8,30.4,NA
1066,12-02-2023 02:15,12-02-2023 02:30,NA,30,14.9,69.9,49.3,0.65,9.7,25.5,17.8,NA
1067,12-02-2023 02:30,12-02-2023 02:45,NA,30,14.2,71.1,49.3,0.61,10.3,27.1,23.2,NA
1068,12-02-2023 02:45,12-02-2023 03:00,NA,32,13.7,72.7,49.8,0.58,9.6,27.9,31.8,NA
1069,12-02-2023 03:00,12-02-2023 03:15,NA,32,13.5,75.9,51.4,0.56,8.8,27.4,34.3,NA
1070,12-02-2023 03:15,12-02-2023 03:30,NA,32,13,77.1,51.5,0.56,8.5,27.6,39.6,NA
1071,12-02-2023 03:30,12-02-2023 03:45,NA,32,12.6,78.4,51.9,0.61,8.3,27.8,38.8,NA
1072,12-02-2023 03:45,12-02-2023 04:00,NA,31,11.9,78.4,51.4,0.66,8.1,28.2,42,NA
1073,12-02-2023 04:00,12-02-2023 04:15,NA,31,10.9,79.9,51.4,0.65,8,27.8,42.7,NA
1074,12-02-2023 04:15,12-02-2023 04:30,NA,31,11.1,80.2,51.6,0.65,8,27.8,45.4,NA
1075,12-02-2023 04:30,12-02-2023 04:45,NA,31,10.2,80.1,50.9,0.68,7.8,27.5,45.8,NA
1076,12-02-2023 04:45,12-02-2023 05:00,NA,39,10,79.9,50.7,0.7,7.6,27.3,45.5,NA
1077,12-02-2023 05:00,12-02-2023 05:15,NA,39,9.4,80.9,50.7,0.7,7.8,26.8,40.2,NA
1078,12-02-2023 05:15,12-02-2023 05:30,NA,39,9.4,83.2,51.9,0.72,8.1,26.2,33,NA
1079,12-02-2023 05:30,12-02-2023 05:45,NA,39,9.5,83.3,52,0.72,8.1,26,26.1,NA
1080,12-02-2023 05:45,12-02-2023 06:00,NA,35,9.1,81.3,50.7,0.7,8.3,25.5,24.7,NA
1081,12-02-2023 06:00,12-02-2023 06:15,NA,35,9.3,80.2,50.2,0.69,8.8,24.1,22.8,NA
1082,12-02-2023 06:15,12-02-2023 06:30,NA,35,10,78.4,49.9,0.69,9.2,23.1,20.2,NA
1083,12-02-2023 06:30,12-02-2023 06:45,NA,35,10.4,75.8,48.8,0.68,10.2,21.8,17.6,NA
1084,12-02-2023 06:45,12-02-2023 07:00,NA,47,10.2,73.5,47.4,0.66,10.8,21.5,18.5,NA
1085,12-02-2023 07:00,12-02-2023 07:15,NA,47,10.3,72.3,46.9,0.68,10.5,20.7,24.6,NA
1086,12-02-2023 07:15,12-02-2023 07:30,NA,47,10.5,70.6,46.1,0.66,9.7,20.4,28,NA
1087,12-02-2023 07:30,12-02-2023 07:45,NA,47,10.6,69.5,45.6,0.72,9.1,19.9,29.2,NA
1088,12-02-2023 07:45,12-02-2023 08:00,NA,54,10.2,68.8,44.9,0.74,8.7,19.5,32.2,NA
1089,12-02-2023 08:00,12-02-2023 08:15,NA,54,10.1,69.1,45,0.73,8.8,19.3,35.2,NA
1090,12-02-2023 08:15,12-02-2023 08:30,NA,54,10,67.7,44.1,0.78,8.9,19.5,35,NA
1091,12-02-2023 08:30,12-02-2023 08:45,NA,54,9.6,66.9,43.4,0.74,8.8,19.8,39.3,NA
1092,12-02-2023 08:45,12-02-2023 09:00,NA,69,9.5,66.2,43,0.7,8.9,20.2,NA,NA
1093,12-02-2023 09:00,12-02-2023 09:15,NA,69,8.4,65.4,41.6,0.71,9.7,21.2,NA,NA
1094,12-02-2023 09:15,12-02-2023 09:30,NA,69,7.1,65.1,40.4,0.72,10.1,21.4,47.4,NA
1095,12-02-2023 09:30,12-02-2023 09:45,NA,69,5.8,65.3,39.5,0.71,10.1,20.9,49.7,NA
1096,12-02-2023 09:45,12-02-2023 10:00,NA,56,5,65.2,38.8,NA,10.7,23.4,52.5,NA
1097,12-02-2023 10:00,12-02-2023 10:15,NA,56,5,63.9,38.1,NA,11.6,27,56.5,NA
1098,12-02-2023 10:15,12-02-2023 10:30,NA,56,5.4,61.8,37.3,1.45,11.2,28.7,62.1,NA
1099,12-02-2023 10:30,12-02-2023 10:45,NA,56,5.2,59.7,36,0.62,10.2,29.5,64.3,0.1
1100,12-02-2023 10:45,12-02-2023 11:00,NA,53,3.5,58,33.7,0.61,NA,31.3,62.9,0.1
1101,12-02-2023 11:00,12-02-2023 11:15,NA,53,4.1,56.2,33.2,0.6,NA,32.6,62.6,0.1
1102,12-02-2023 11:15,12-02-2023 11:30,NA,53,5.1,54.6,33.1,0.58,NA,33.5,62.9,0.1
1103,12-02-2023 11:30,12-02-2023 11:45,NA,53,5.6,53.9,33.2,0.57,2.6,32.9,60,0.1
1104,12-02-2023 11:45,12-02-2023 12:00,NA,48,NA,NA,NA,0.56,2,NA,58.5,0.1
1105,12-02-2023 12:00,12-02-2023 12:15,NA,48,NA,NA,NA,0.55,1.9,NA,57.6,0.1
1106,12-02-2023 12:15,12-02-2023 12:30,NA,48,NA,NA,NA,0.6,2,24.5,58.2,0.1
1107,12-02-2023 12:30,12-02-2023 12:45,NA,48,6.7,55.3,34.8,0.56,2,23.6,57.4,0.1
1108,12-02-2023 12:45,12-02-2023 13:00,NA,67,5.4,56.1,34.2,0.55,2,25,58.4,0.1
1109,12-02-2023 13:00,12-02-2023 13:15,NA,67,5.3,55.6,33.9,0.54,2,26.7,56.9,0.1
1110,12-02-2023 13:15,12-02-2023 13:30,NA,67,6,54.5,33.8,0.54,2.4,28.6,56.3,0.1
1111,12-02-2023 13:30,12-02-2023 13:45,NA,67,6.4,53.7,33.7,0.54,3.3,30.9,54.6,0.1
1112,12-02-2023 13:45,12-02-2023 14:00,NA,71,6.6,53.5,33.8,0.53,2.6,33.7,55.4,0.1
1113,12-02-2023 14:00,12-02-2023 14:15,NA,71,6.9,50.4,32.5,0.49,3,29.9,52.9,0.1
1114,12-02-2023 14:15,12-02-2023 14:30,NA,71,7,47.7,31,0.48,3,26.6,51.7,0.1
1115,12-02-2023 14:30,12-02-2023 14:45,NA,71,7.2,45.8,30.3,0.45,3.3,24.6,51.9,0.1
1116,12-02-2023 14:45,12-02-2023 15:00,NA,48,6.5,44.4,28.9,0.47,3.3,23.9,53.3,0.1
1117,12-02-2023 15:00,12-02-2023 15:15,NA,48,6.8,43.6,28.7,0.49,3.2,24.1,50.4,0.1
1118,12-02-2023 15:15,12-02-2023 15:30,NA,48,6.7,42.7,28.1,0.5,3.5,24.7,50.2,0.1
1119,12-02-2023 15:30,12-02-2023 15:45,NA,48,6.3,41.8,27.4,0.5,4,25.5,50.3,0.1
1120,12-02-2023 15:45,12-02-2023 16:00,NA,39,6.7,41.2,27.4,0.53,3.6,26,51.1,0.1
1121,12-02-2023 16:00,12-02-2023 16:15,NA,39,6.6,41,27.1,0.5,3.4,26.2,51.4,0.1
1122,12-02-2023 16:15,12-02-2023 16:30,NA,39,7,40.7,27.3,0.5,3.1,25.8,49.2,0.1
1123,12-02-2023 16:30,12-02-2023 16:45,NA,NA,6.7,40.6,27.1,0.48,3.5,27,49.2,0.1
1124,12-02-2023 16:45,12-02-2023 17:00,NA,NA,6.2,42.2,27.5,0.46,3.9,29,48.3,0.1
1125,12-02-2023 17:00,12-02-2023 17:15,NA,NA,6.8,42.5,28.1,0.48,3.5,29.8,44.5,0.1
1126,12-02-2023 17:15,12-02-2023 17:30,NA,NA,7,43.7,28.9,0.5,3.3,30.6,43.6,0.1
1127,12-02-2023 17:30,12-02-2023 17:45,NA,NA,7.4,43.1,28.9,0.52,2.6,32,43.3,0.1
1128,12-02-2023 17:45,12-02-2023 18:00,NA,45,7.4,42.5,28.7,0.52,2.1,35.8,42.5,0.1
1129,12-02-2023 18:00,12-02-2023 18:15,NA,45,7.4,43.6,29.2,0.54,9.1,37.2,39.2,0.1
1130,12-02-2023 18:15,12-02-2023 18:30,NA,45,6.9,45.1,29.6,0.57,10.5,37.3,37.9,0.1
1131,12-02-2023 18:30,12-02-2023 18:45,NA,45,6.9,47.1,30.6,0.62,10.6,36.5,36.1,0.1
1132,12-02-2023 18:45,12-02-2023 19:00,NA,36,7,49.5,32,0.64,11.3,35.5,32.3,0.1
1133,12-02-2023 19:00,12-02-2023 19:15,NA,36,8.2,50.6,33.5,0.66,12.6,34.5,26.2,0.1
1134,12-02-2023 19:15,12-02-2023 19:30,NA,36,11.1,49.8,35.5,0.69,14.4,33.2,19.8,0.1
1135,12-02-2023 19:30,12-02-2023 19:45,NA,36,13.4,47.5,36.2,0.7,12.9,32.6,26.4,0.1
1136,12-02-2023 19:45,12-02-2023 20:00,NA,46,14.5,45.2,35.8,0.69,11.4,32.1,25.5,0.1
1137,12-02-2023 20:00,12-02-2023 20:15,NA,46,15,42.8,34.9,0.65,11.1,31.8,17.3,0.1
1138,12-02-2023 20:15,12-02-2023 20:30,NA,46,17.1,39.7,35,0.65,11.5,31.3,9.3,0.1
1139,12-02-2023 20:30,12-02-2023 20:45,NA,46,18.2,37.9,34.9,0.72,12.2,31.4,6.7,0.1
1140,12-02-2023 20:45,12-02-2023 21:00,NA,34,19.7,36.2,35.3,0.71,12.7,31.5,8.5,0.1
1141,12-02-2023 21:00,12-02-2023 21:15,NA,34,22,34.4,36.2,0.7,11.7,31.3,9.4,0.1
1142,12-02-2023 21:15,12-02-2023 21:30,NA,34,23.7,33.5,37.1,0.71,11.5,31.7,11.3,0.1
1143,12-02-2023 21:30,12-02-2023 21:45,NA,34,24.2,33.8,37.6,0.71,12.5,32.5,8.6,0.1
1144,12-02-2023 21:45,12-02-2023 22:00,NA,32,24.6,33.8,38,0.74,12.4,32.2,9.8,0.1
1145,12-02-2023 22:00,12-02-2023 22:15,NA,32,25.7,34,38.9,0.78,11.6,28.6,8.7,0.1
